q,layer,E_c,E_rho,delta_p,se,w1_cos
REAL_LAYER,0,0.18762247264385223,0.7713305354118347,0.0,1.6137430609197573e-06,0.18758726119995117
REAL_LAYER,1,0.1991174966096878,0.7758739590644836,0.0,1.6137430609197573e-06,0.19826745986938477
REAL_LAYER,2,0.2570871114730835,0.7945902943611145,0.0,1.6137430609197573e-06,0.2568175494670868
REAL_LAYER,3,0.20794428884983063,0.7787588238716125,0.0026041667442768812,0.0018390250402744274,0.22492189705371857
REAL_LAYER,4,0.15998493134975433,0.7590572237968445,0.02994791604578495,0.006150355614115136,0.21590416133403778
REAL_LAYER,5,0.8685500025749207,0.974277675151825,0.0,1.6137430609197573e-06,0.8674125671386719
