mode,seed,step,train_loss,val_loss,fire_rate
attenuate,1,1,170.69915771484375,157.50797058105468,0.0
attenuate,1,250,2.4997036457061768,2.5087119817733763,0.0
attenuate,1,500,2.496501922607422,2.463721866607666,0.0
attenuate,1,750,2.242818832397461,2.286981608867645,0.0
attenuate,1,1000,2.152122974395752,2.15014853477478,0.0
attenuate,1,1250,2.0575010776519775,2.0830671525001527,0.0
attenuate,1,1500,1.9598019123077393,2.0071325290203093,0.0
attenuate,1,1750,1.8055872917175293,1.9118987607955933,0.0
attenuate,1,2000,1.8558995723724365,1.8681510984897614,0.0
attenuate,1,2250,1.7368130683898926,1.8128432309627533,0.0
attenuate,1,2500,1.6581306457519531,1.7668930733203887,0.0
attenuate,1,2750,1.6202785968780518,1.7280723822116852,3.4877232142857143e-07
attenuate,1,3000,1.6123392581939697,1.6927616751194001,1.5694754464285714e-06
attenuate,1,3250,1.517033576965332,1.662951934337616,1.552036830357143e-05
attenuate,1,3500,1.5635735988616943,1.6337841522693635,1.1683872767857142e-05
attenuate,1,3750,1.5065138339996338,1.6179816603660584,4.080636160714286e-05
attenuate,1,4000,1.4904201030731201,1.6103841578960418,4.7258649553571426e-05
attenuate,1,4250,1.448168396949768,1.5927199387550355,5.998883928571429e-05
attenuate,1,4500,1.4400660991668701,1.58165558218956,8.754185267857143e-05
attenuate,1,4750,1.4459277391433716,1.5752394926548003,0.00011631556919642857
attenuate,1,5000,1.4399269819259644,1.5698351788520812,0.00011526925223214286
attenuate,1,5250,1.4280412197113037,1.5667796289920808,0.00014456612723214287
attenuate,1,5500,1.4400982856750488,1.5641291260719299,0.0001365443638392857
attenuate,1,5750,1.4213528633117676,1.5616921162605286,0.00014072963169642856
attenuate,1,6000,1.4909296035766602,1.5534620714187621,0.00013009207589285713
